sensor_id,area,location_name,aqi_total,datetimeLocal
3276406,Cà Mau,Việt Nam,15.359999656677246,2024-06-30 10:00:00+07:00
3276406,Cà Mau,Việt Nam,14.829999923706055,2024-06-30 11:00:00+07:00
3276406,Cà Mau,Việt Nam,14.350000381469727,2024-06-30 12:00:00+07:00
3276406,Cà Mau,Việt Nam,28.549999237060547,2024-06-30 13:00:00+07:00
3276406,Cà Mau,Việt Nam,28.100000381469727,2024-06-30 14:00:00+07:00
3276406,Cà Mau,Việt Nam,29.100000381469727,2024-06-30 15:00:00+07:00
3276406,Cà Mau,Việt Nam,26.889999389648438,2024-06-30 16:00:00+07:00
3276406,Cà Mau,Việt Nam,19.09000015258789,2024-06-30 17:00:00+07:00
3276406,Cà Mau,Việt Nam,18.790000915527344,2024-06-30 18:00:00+07:00
3276406,Cà Mau,Việt Nam,17.510000228881836,2024-06-30 19:00:00+07:00
3276406,Cà Mau,Việt Nam,19.079999923706055,2024-06-30 20:00:00+07:00
3276406,Cà Mau,Việt Nam,18.610000610351562,2024-06-30 21:00:00+07:00
3276406,Cà Mau,Việt Nam,19.600000381469727,2024-06-30 22:00:00+07:00
3276406,Cà Mau,Việt Nam,18.670000076293945,2024-06-30 23:00:00+07:00
3276406,Cà Mau,Việt Nam,20.010000228881836,2024-12-31 06:00:00+07:00
3276406,Cà Mau,Việt Nam,16.469999313354492,2024-12-31 07:00:00+07:00
3276406,Cà Mau,Việt Nam,16.510000228881836,2024-12-31 08:00:00+07:00
3276406,Cà Mau,Việt Nam,15.260000228881836,2024-12-31 09:00:00+07:00
3276406,Cà Mau,Việt Nam,16.709999084472656,2024-12-31 10:00:00+07:00
3276406,Cà Mau,Việt Nam,16.850000381469727,2024-12-31 11:00:00+07:00
3276406,Cà Mau,Việt Nam,17.260000228881836,2024-12-31 12:00:00+07:00
3276406,Cà Mau,Việt Nam,30.610000610351562,2024-12-31 13:00:00+07:00
3276406,Cà Mau,Việt Nam,32.77000045776367,2024-12-31 14:00:00+07:00
3276406,Cà Mau,Việt Nam,32.86000061035156,2024-12-31 15:00:00+07:00
3276406,Cà Mau,Việt Nam,31.1299991607666,2024-12-31 16:00:00+07:00
3276406,Cà Mau,Việt Nam,20.670000076293945,2024-12-31 17:00:00+07:00
3276406,Cà Mau,Việt Nam,21.469999313354492,2024-12-31 18:00:00+07:00
3276406,Cà Mau,Việt Nam,21.459999084472656,2024-12-31 19:00:00+07:00
3276406,Cà Mau,Việt Nam,21.309999465942383,2024-12-31 20:00:00+07:00
3276406,Cà Mau,Việt Nam,21.270000457763672,2024-12-31 21:00:00+07:00
3276406,Cà Mau,Việt Nam,18.479999542236328,2024-12-31 22:00:00+07:00
3276406,Cà Mau,Việt Nam,20.790000915527344,2024-12-31 23:00:00+07:00
