sensor_id,area,location_name,aqi_total,datetimeLocal
3276385,Hải Phòng,Việt Nam,28.389999389648438,2024-06-30 11:00:00+07:00
3276385,Hải Phòng,Việt Nam,29.049999237060547,2024-06-30 12:00:00+07:00
3276385,Hải Phòng,Việt Nam,58.97999954223633,2024-06-30 13:00:00+07:00
3276385,Hải Phòng,Việt Nam,55.189998626708984,2024-06-30 14:00:00+07:00
3276385,Hải Phòng,Việt Nam,56.18000030517578,2024-06-30 15:00:00+07:00
3276385,Hải Phòng,Việt Nam,55.810001373291016,2024-06-30 16:00:00+07:00
3276385,Hải Phòng,Việt Nam,36.68000030517578,2024-06-30 17:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.63999938964844,2024-06-30 18:00:00+07:00
3276385,Hải Phòng,Việt Nam,38.81999969482422,2024-06-30 19:00:00+07:00
3276385,Hải Phòng,Việt Nam,38.209999084472656,2024-06-30 20:00:00+07:00
3276385,Hải Phòng,Việt Nam,37.029998779296875,2024-06-30 21:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.040000915527344,2024-06-30 22:00:00+07:00
3276385,Hải Phòng,Việt Nam,37.5099983215332,2024-06-30 23:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.75,2024-12-31 07:00:00+07:00
3276385,Hải Phòng,Việt Nam,44.15999984741211,2024-12-31 08:00:00+07:00
3276385,Hải Phòng,Việt Nam,45.41999816894531,2024-12-31 09:00:00+07:00
3276385,Hải Phòng,Việt Nam,38.75,2024-12-31 10:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.380001068115234,2024-12-31 11:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.72999954223633,2024-12-31 12:00:00+07:00
3276385,Hải Phòng,Việt Nam,80.5999984741211,2024-12-31 13:00:00+07:00
3276385,Hải Phòng,Việt Nam,70.73999786376953,2024-12-31 14:00:00+07:00
3276385,Hải Phòng,Việt Nam,82.30000305175781,2024-12-31 15:00:00+07:00
3276385,Hải Phòng,Việt Nam,77.72000122070312,2024-12-31 16:00:00+07:00
3276385,Hải Phòng,Việt Nam,47.52000045776367,2024-12-31 17:00:00+07:00
3276385,Hải Phòng,Việt Nam,47.849998474121094,2024-12-31 18:00:00+07:00
3276385,Hải Phòng,Việt Nam,56.43000030517578,2024-12-31 19:00:00+07:00
3276385,Hải Phòng,Việt Nam,50.459999084472656,2024-12-31 20:00:00+07:00
3276385,Hải Phòng,Việt Nam,53.209999084472656,2024-12-31 21:00:00+07:00
3276385,Hải Phòng,Việt Nam,56.400001525878906,2024-12-31 22:00:00+07:00
3276385,Hải Phòng,Việt Nam,54.310001373291016,2024-12-31 23:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.470001220703125,2023-05-29 04:00:00+07:00
3276385,Hải Phòng,Việt Nam,37.95000076293945,2023-05-29 05:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.099998474121094,2023-05-29 06:00:00+07:00
3276385,Hải Phòng,Việt Nam,32.709999084472656,2023-05-29 07:00:00+07:00
3276385,Hải Phòng,Việt Nam,32.91999816894531,2023-05-29 08:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.130001068115234,2023-05-29 09:00:00+07:00
3276385,Hải Phòng,Việt Nam,30.850000381469727,2023-05-29 10:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.04999923706055,2023-05-29 11:00:00+07:00
3276385,Hải Phòng,Việt Nam,30.780000686645508,2023-05-29 12:00:00+07:00
3276385,Hải Phòng,Việt Nam,62.88999938964844,2023-05-29 13:00:00+07:00
3276385,Hải Phòng,Việt Nam,64.70999908447266,2023-05-29 14:00:00+07:00
3276385,Hải Phòng,Việt Nam,60.58000183105469,2023-05-29 15:00:00+07:00
3276385,Hải Phòng,Việt Nam,58.189998626708984,2023-05-29 16:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.560001373291016,2023-05-29 17:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.790000915527344,2023-05-29 18:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.709999084472656,2023-05-29 19:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.11000061035156,2023-05-29 20:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.38999938964844,2023-05-29 21:00:00+07:00
3276385,Hải Phòng,Việt Nam,38.290000915527344,2023-05-29 22:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.38999938964844,2023-05-29 23:00:00+07:00
3276385,Hải Phòng,Việt Nam,58.06999969482422,2023-05-30 00:00:00+07:00
3276385,Hải Phòng,Việt Nam,65.98999786376953,2023-05-30 01:00:00+07:00
3276385,Hải Phòng,Việt Nam,62.88999938964844,2023-05-30 02:00:00+07:00
3276385,Hải Phòng,Việt Nam,63.04999923706055,2023-05-30 03:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.11000061035156,2023-05-30 04:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.20000076293945,2023-05-30 05:00:00+07:00
3276385,Hải Phòng,Việt Nam,42.220001220703125,2023-05-30 06:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.5099983215332,2023-05-30 07:00:00+07:00
3276385,Hải Phòng,Việt Nam,33.84000015258789,2023-05-30 08:00:00+07:00
3276385,Hải Phòng,Việt Nam,31.780000686645508,2023-05-30 09:00:00+07:00
3276385,Hải Phòng,Việt Nam,30.020000457763672,2023-05-30 10:00:00+07:00
3276385,Hải Phòng,Việt Nam,32.09000015258789,2023-05-30 11:00:00+07:00
3276385,Hải Phòng,Việt Nam,33.65999984741211,2023-05-30 12:00:00+07:00
3276385,Hải Phòng,Việt Nam,65.29000091552734,2023-05-30 13:00:00+07:00
3276385,Hải Phòng,Việt Nam,64.48999786376953,2023-05-30 14:00:00+07:00
3276385,Hải Phòng,Việt Nam,63.16999816894531,2023-05-30 15:00:00+07:00
3276385,Hải Phòng,Việt Nam,64.70999908447266,2023-05-30 16:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.09000015258789,2023-05-30 17:00:00+07:00
3276385,Hải Phòng,Việt Nam,42.279998779296875,2023-05-30 18:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.33000183105469,2023-05-30 19:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.40999984741211,2023-05-30 20:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.29999923706055,2023-05-30 21:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.369998931884766,2023-05-30 22:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.849998474121094,2023-05-30 23:00:00+07:00
3276385,Hải Phòng,Việt Nam,60.45000076293945,2023-05-31 00:00:00+07:00
3276385,Hải Phòng,Việt Nam,63.93000030517578,2023-05-31 01:00:00+07:00
3276385,Hải Phòng,Việt Nam,58.40999984741211,2023-05-31 02:00:00+07:00
3276385,Hải Phòng,Việt Nam,59.5,2023-05-31 03:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.0099983215332,2023-05-31 04:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.47999954223633,2023-05-31 05:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.70000076293945,2023-05-31 06:00:00+07:00
3276385,Hải Phòng,Việt Nam,31.100000381469727,2023-05-31 07:00:00+07:00
3276385,Hải Phòng,Việt Nam,29.969999313354492,2023-05-31 08:00:00+07:00
3276385,Hải Phòng,Việt Nam,33.459999084472656,2023-05-31 09:00:00+07:00
3276385,Hải Phòng,Việt Nam,31.239999771118164,2023-05-31 10:00:00+07:00
3276385,Hải Phòng,Việt Nam,30.940000534057617,2023-05-31 11:00:00+07:00
3276385,Hải Phòng,Việt Nam,33.209999084472656,2023-05-31 12:00:00+07:00
3276385,Hải Phòng,Việt Nam,61.61000061035156,2023-05-31 13:00:00+07:00
3276385,Hải Phòng,Việt Nam,64.19000244140625,2023-05-31 14:00:00+07:00
3276385,Hải Phòng,Việt Nam,60.029998779296875,2023-05-31 15:00:00+07:00
3276385,Hải Phòng,Việt Nam,59.880001068115234,2023-05-31 16:00:00+07:00
3276385,Hải Phòng,Việt Nam,42.2599983215332,2023-05-31 17:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.83000183105469,2023-05-31 18:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.880001068115234,2023-05-31 19:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.849998474121094,2023-05-31 20:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.72999954223633,2023-05-31 21:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.970001220703125,2023-05-31 22:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.86000061035156,2023-05-31 23:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.70000076293945,2021-03-29 17:00:00+07:00
3276385,Hải Phòng,Việt Nam,39.34000015258789,2021-03-29 18:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.959999084472656,2021-03-29 19:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.189998626708984,2021-03-29 20:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.86000061035156,2021-03-29 21:00:00+07:00
3276385,Hải Phòng,Việt Nam,42.36000061035156,2021-03-29 22:00:00+07:00
3276385,Hải Phòng,Việt Nam,38.2599983215332,2021-03-29 23:00:00+07:00
3276385,Hải Phòng,Việt Nam,64.80000305175781,2021-03-30 00:00:00+07:00
3276385,Hải Phòng,Việt Nam,63.810001373291016,2021-03-30 01:00:00+07:00
3276385,Hải Phòng,Việt Nam,61.40999984741211,2021-03-30 02:00:00+07:00
3276385,Hải Phòng,Việt Nam,63.59000015258789,2021-03-30 03:00:00+07:00
3276385,Hải Phòng,Việt Nam,42.11000061035156,2021-03-30 04:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.08000183105469,2021-03-30 05:00:00+07:00
3276385,Hải Phòng,Việt Nam,42.290000915527344,2021-03-30 06:00:00+07:00
3276385,Hải Phòng,Việt Nam,35.099998474121094,2021-03-30 07:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.43000030517578,2021-03-30 08:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.77000045776367,2021-03-30 09:00:00+07:00
3276385,Hải Phòng,Việt Nam,33.91999816894531,2021-03-30 10:00:00+07:00
3276385,Hải Phòng,Việt Nam,31.690000534057617,2021-03-30 11:00:00+07:00
3276385,Hải Phòng,Việt Nam,34.40999984741211,2021-03-30 12:00:00+07:00
3276385,Hải Phòng,Việt Nam,55.45000076293945,2021-03-30 13:00:00+07:00
3276385,Hải Phòng,Việt Nam,63.790000915527344,2021-03-30 14:00:00+07:00
3276385,Hải Phòng,Việt Nam,65.30999755859375,2021-03-30 15:00:00+07:00
3276385,Hải Phòng,Việt Nam,57.81999969482422,2021-03-30 16:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.439998626708984,2021-03-30 17:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.09000015258789,2021-03-30 18:00:00+07:00
3276385,Hải Phòng,Việt Nam,41.91999816894531,2021-03-30 19:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.33000183105469,2021-03-30 20:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.41999816894531,2021-03-30 21:00:00+07:00
3276385,Hải Phòng,Việt Nam,42.529998779296875,2021-03-30 22:00:00+07:00
3276385,Hải Phòng,Việt Nam,40.9900016784668,2021-03-30 23:00:00+07:00
3276385,Hải Phòng,Việt Nam,60.83000183105469,2021-03-31 00:00:00+07:00
3276385,Hải Phòng,Việt Nam,59.34000015258789,2021-03-31 01:00:00+07:00
3276385,Hải Phòng,Việt Nam,58.13999938964844,2021-03-31 02:00:00+07:00
3276385,Hải Phòng,Việt Nam,65.16000366210938,2021-03-31 03:00:00+07:00
3276385,Hải Phòng,Việt Nam,43.279998779296875,2021-03-31 04:00:00+07:00
